12	8.077350e+01
21	7.169927e+01
36	6.846142e+01
51	6.836174e+01
66	6.852080e+01
81	6.890753e+01
96	6.897247e+01
111	6.875231e+01
126	6.837453e+01
141	6.836456e+01
156	6.833009e+01
171	6.660877e+01
186	6.416036e+01
201	6.223939e+01
216	6.104995e+01
231	6.040737e+01
246	6.037352e+01
261	6.033269e+01
276	6.032366e+01
291	6.003119e+01
297	5.992861e+01
