12	7.345183e+01
21	6.606928e+01
36	6.348737e+01
51	6.355710e+01
66	6.428369e+01
81	6.411031e+01
96	6.404878e+01
111	6.429551e+01
126	6.414865e+01
141	6.295682e+01
156	6.151165e+01
171	6.014649e+01
186	5.948037e+01
201	5.906288e+01
216	5.897263e+01
231	5.881937e+01
246	5.827819e+01
261	5.822509e+01
275	5.813992e+01
